web_scraper_order,web_scraper_start_url,pagination,data,price,phone,data2,data3,title,data4,data5,description,data6,data7,data8,title2,data9,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11
"1786717452-184","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2008 Peugeot 307","CFA 2 800 000","2 800 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","4","Vendu","A Bazarder 307 Break 7places/ Diesel Manuel/ Annee: 2008 /sur la carte a grise c'est bien mentionné 7places. Prix: 2.800.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/18659/medium_with_watermark_IMG-20190323-WA0030.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717452-185","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=4","2012 Chevrolet Camaro","CFA 4 000 000","4 000 000","220 000 km","Publié il y a presque 8 ans","Kilométrage220 000 km","7","Vendu","Chevrolet Cruise venant Toute Neuve Climatisée / Km: 220.000 / Diesel / Annee: 2012 / Manuel / Plaque verte/ Non dedouanee/ Tous les papiers sont en regles. Dernier Prix: 4.000.000 Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/10438/medium_with_watermark_IMG-20180817-WA0075.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-186","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2000 Peugeot 205","CFA 1 400 000","1 400 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","5","Vendu","Peugeot 205 tres propre/ Essence Manuel. Prix last: 1.400.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/21622/medium_with_watermark_IMG-20190429-WA0034.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-187","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2005 Peugeot 307","CFA 2 100 000","2 100 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","307 diesel manuel papier complet moteur 406 année 2005. Prix: 2.100.000f last CONTACT: 782718278 OU 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/29166/medium_with_watermark_IMG-20190729-WA0127.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-188","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2013 Jeep Wrangler","CFA 20 000 000","20 000 000","100 000 km","Publié il y a environ 7 ans","Kilométrage100 000 km","10","Vendu","Vente Jeep wrangler 2013 4cylindre essence automatique Full option A 20.000.000 Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/25439/medium_with_watermark_IMG-20190617-WA0027.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-189","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2004 Peugeot 406","CFA 2 700 000","2 700 000","120 000 km","Publié il y a plus de 7 ans","Kilométrage120 000 km","3","Vendu","A Bazarder Peugeot 406 Type 2 en Tres bon etat/ Diesel Manuel 2004/ Prix last: 2.700.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/15132/medium_with_watermark_IMG-20190208-WA0047.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-190","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","1989 Renault 19","CFA 1 500 000","1 500 000","140 000 km","Publié il y a presque 7 ans","Kilométrage140 000 km","7","Vendu","A bazarder R19/ Diesel Manuel. Prix last: 1.500.000f Contact Appel ou Whatsapp: 764823888 ou 782718278","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/33868/medium_with_watermark_IMG-20190912-WA0026.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-191","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2010 Toyota RAV4","CFA 9 600 000","9 600 000","180 000 km","Publié il y a environ 8 ans","Kilométrage180 000 km","5","Vendu","Toyota RAV4 / Diesel / Annee: 2010/ automatique, climatisez,6 vitesses, veirroullage central, kilometrage: 180.000 / 9.600.000f Contact:InBox ou 782718278","N/A","Automatique","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/9999/medium_with_watermark_Screenshot_2018-07-14-03-26-38.png","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-192","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2008 Peugeot 308","CFA 2 700 000","2 700 000","160 000 km","Publié il y a plus de 7 ans","Kilométrage160 000 km","3","Vendu","308 années 2008 diesel manuel kilomètres 160000 bon état prix 2.700.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/11856/medium_with_watermark_IMG-20181113-WA0070.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-193","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2005 Peugeot 405","CFA 1 900 000","1 900 000","120 000 km","Publié il y a plus de 6 ans","Kilométrage120 000 km","3","Vendu","Vente Peugeot 405 diesel manuel. Prix: 1.900.000f Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/40186/medium_with_watermark_peugeot-405-dakar-dakar-4173.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-194","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2010 Peugeot 308","CFA 2 900 000","2 900 000","120 000 km","Publié il y a presque 7 ans","Kilométrage120 000 km","5","Vendu","Big Wanter 308 diesel manuel moteur impect papier complet climatisé année 2010 tout nickel prix 2.900.000 f Contact Appel ou Whatsapp: 771873537 ou 764823888 ou 782718278.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/35302/medium_with_watermark_peugeot-308-dakar-dakar-3635.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-195","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2006 Nissan 200SX","CFA 1 600 000","1 600 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","7","Vendu","Nissan gasoil papier complet année 2006 Prix: 1.600.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12120/medium_with_watermark_IMG-20181205-WA0097.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-196","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2011 Mitsubishi L200","CFA 6 000 000","6 000 000","120 000 km","Publié il y a plus de 6 ans","Kilométrage120 000 km","5","Vendu","A bazarder Mitsubishi L200 double Cabine/ diesel manuel climatisé très propre moteur d'origine papier en règle. Prix: 6 millions Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/42624/medium_with_watermark_mitsubishi-l200-dakar-dakar-4388.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-197","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2006 Citroen Berlingo","CFA 2 400 000","2 400 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","7","Vendu","A Vendre Berlingo/ diesel Manuel/ 178.000km/ 2006 . Prix: 2.400.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/16300/medium_with_watermark_IMG-20190308-WA0045.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-198","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2004 Peugeot 305","CFA 1 600 000","1 600 000","128 000 km","Publié il y a presque 8 ans","Kilométrage128 000 km","4","Vendu","wanter 405 bon état / Diesel Manuel/ Prix 1600.000fr Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/11389/medium_with_watermark_IMG-20181027-WA0048.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-199","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2007 Renault Megane","CFA 2 700 000","2 700 000","180 000 km","Publié il y a plus de 7 ans","Kilométrage180 000 km","6","Vendu","Megane 7 Places/ Diesel manuel climatisée allumage par carte .annee 2007 ,1.5 moteur de 4 cylindres. Prix last: 2.700.000f Contact: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/19297/medium_with_watermark_IMG-20190404-WA0026.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-200","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2012 Ford Focus ST","CFA 3 300 000","3 300 000","140 000 km","Publié il y a environ 7 ans","Kilométrage140 000 km","10","Vendu","🛑🛑🛑🛑 Big Promo Tabaski🐑 Ford focus sport année 2012. Titanium. Venant des USA. Essence Automatique. 140.000km. Prix 3 300 000 frs Sous douane. Contact: 782718278 ou 764823888","N/A","Automatique","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/28916/medium_with_watermark_IMG-20190727-WA0018.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-201","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2014 Ford Escape","CFA 8 200 000","8 200 000","105 000 km","Publié il y a plus de 7 ans","Kilométrage105 000 km","5","Vendu","Escape 2014 bon état, 108000km, écran recul radar moteur 4 cylindre, essence V6 Prix 8.200.000 Fcfa","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/12697/medium_with_watermark_IMG-20190116-WA0091.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-202","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2006 Citroen Xsara","CFA 1 800 000","1 800 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","8","Vendu","Citroën xsara Diesel manuel Parfait état moteur nikel. Prix : 1.800.000 Fr🤠 Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/29970/medium_with_watermark_IMG-20190805-WA0112.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-203","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2012 Peugeot 308","CFA 3 900 000","3 900 000","160 000 km","Publié il y a environ 7 ans","Kilométrage160 000 km","7","Vendu","Le brade du jour! 308 manuel diesel 7 places dorigine d une annee de 2012 tre propre Prix cadeau: 3.900.000 f Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/27999/medium_with_watermark_IMG-20190717-WA0026.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-204","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2008 Citroen C4","CFA 2 100 000","2 100 000","90 925 km","Publié il y a environ 7 ans","Kilométrage90 925 km","6","Vendu","A bazarder Citroën C4 année 2008 manuelle essence/ 90925 km. Prix: 2.100.000 Contact Appel ou Whatsapp: 782718278 ou 764823888","N/A","Manuelle","Dakar","Prix","(Essence)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/26830/medium_with_watermark_IMG-20190629-WA0013.jpg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
"1786717459-205","https://www.gaaraas.com/fr/users/dakar-auto?page=1","https://www.gaaraas.com/fr/users/dakar-auto?page=12","2008 Renault Megane","CFA 1 850 000","1 850 000","120 000 km","Publié il y a plus de 6 ans","Kilométrage120 000 km","7","Vendu","Wanter Megane Z tres Propre. Diesel manuelle climatisé Année 2008 Prix: 1 850 000f Contact Appel ou Whatsapp: 782718278 ou 764823888.","N/A","Manuelle","Dakar","Prix","(Diesel)","https://gaaraas.s3.amazonaws.com/uploads/picture/url/42190/medium_with_watermark_renault-megane-dakar-dakar-4348.jpeg","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","data:image/gif;base64,R0lGODlhAQABAAAAACwAAAAAAQABAAA=","","https://gaaraas.com/assets/design/icons/engine-xs-40c8ae5e5247b08fa64071a29989cfcda52f437c48a4042ce7363e907fcceb40.svg","https://gaaraas.com/assets/design/icons/transmission-xs-7c13fb8d43ee234f637f71d3910fc74ae8e558713ccb9fbdde19645bfb376907.svg"
